;7.5.;14.5.;21.5.;27.5.;4.6.;5.6.;11.6.;24.6.;2.7.;16.7.;23.7.;13.8.;19.8.;20.8.;26.8.;27.8.;2.9.;3.9.;17.9.;24.9.
I'm Too Sexy;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Master And Servant;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
It's a Sin;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Let Me Entertain You;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Under Pressure;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
I'm Coming Out (Original Chic Mix);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Like a Prayer;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A Little Respect;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Don't You Want me (12"" Version)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Relax (Original New York 12"" Mix)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I Will Survive (A Tom Moulton Mix) [Previously Unreleased];0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Don't Leave Me This Way (Original 12"" Mix)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Can't Get You Out Of My Head;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Pepas (Intro - Clean);0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Believe (Album Version);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Smalltown Boy;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tainted Love / Where Did Our Love Go (12"" Version)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
When the Rain Begins to Fall;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Major Tom (völlig losgelöst);0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Do You Really Want to Hurt Me (2002 - Remaster);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jazz Master (K&D Session) remixed by Kruder & Dorfmeister;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Love W6:X14You More;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Blinding Lights (Acoustic);0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0
As Long As You Love Me;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
I Love You Always Forever;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
Ich fühl wie Du;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
When I Look At You;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Zusammen (feat. Clueso);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Baby (You've Got What It Takes) (feat. Sharon Jones & The Dap-Kings);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Cherry Pie;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Daylight;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
For What It's Worth;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Sitting, Waiting, Wishing;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
I Got 5 on It;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
How Deep Is Your Love (Acoustic Version);0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0
That's Amore [Wiener Walzer 54 TPM];0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ain't No Sunshine;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
All Access;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Amor com Paixão;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Stormers On the Ride (Luxxury Edit);0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
All For You;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
#Hashtag;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"Theme From ""King Kong"" (12"" Version)";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Never Gonna Be Another;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Beyond (Darkside Remix);0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Made 4 U;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Der Kommissar (Titelmelodie);0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
The Fresh Prince Of Bel-Air;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
This Will Be (An Everlasting Love) (Ben Liebrand original Multi Track mix);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
Wanna be startin' somethin' (RLP Re-Vibed);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Get It Up For Love (Mgnfque Sunday Edit);0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Remind Me [The Reflex Revision];0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Applaus, Applaus (Single Version) [Rumba 23 TPM];0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Shut Up and Dance;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
This Girl (Extended);0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Love Tonight (Robin Schulz Remix);0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
Holland;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
Stoff und Schnaps;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0
The Time (Dirty Bit);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sweat (Original Version);0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Despacito;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0
Ai Se Eu Te Pego (Nossa Nossa);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
La Camisa Negra;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Macarena (Bayside Boys Remix);0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
My Oh My (feat. DaBaby);0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Die da!?!;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Gettin' Jiggy Wit It (Album Version);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Westerland;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
Skandal im Sperrbezirk (Original);0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0
Run the World (Girls) (Album Version);0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
Erdbeben;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Temperature (Album Version) [Merengue 62 TPM];0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
We no speak Americano;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Cordula Grün;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Angels (live);0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
A-1-Beautiful in white - (Romy-Mike);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
B -Ein Teil von meinem Herzen Instrumental Version (Without backing vocals);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C - DNA - (Romy-Mike);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
D - Auf uns (Instrumental Version with Backing Vocals);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
A Woman's Worth;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
I'm the One for You;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Street Fighter Mas;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Our Lives Are Shaped By What We Live;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Ascension (Don't Ever Wonder);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lay It Down;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
No Matter (Street Mix);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Ride Like The Wind (Joey Negro Extended Disco Mix);0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
The Girls;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1
Made First (Never Forget) [Acoustic Version];0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
Grace Kelly (live);0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
Boys (Acoustic);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Rather Be (feat. Jess Glynne) (Acoustic);0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0
Crazy Little Thing Called Love (Acoustic);0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0
Cheerleader (Acoustic Version);0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0
Night Birds;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Et jitt kei Wood;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Tomate una Foto (Unplugged);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
This Is Serious (Remix);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Harvest Moon;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
Summer Came My Way [Luxxury Club Mix];0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cordula Grün (Instrumental);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Your Love Is Good (Dimitri From Paris Instrumental) [2018 Remaster];0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Eröffnung Romy & Mike;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
For You (Radio Edit);0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
Atemlos durch die Nacht;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
Wolkeplatz;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
Bella Ciao;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0
Goosebumps (Remix) (feat. Travis Scott 2021);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Love Tonight (David Guetta Remix);0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;1
MONTERO (Call Me By Your Name);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
abcdefu;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
THAT'S WHAT I WANT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Red Flag;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Remedy;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
High Hopes;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0
...Baby One More Time (Remastered);0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
One In A Million (Main Version);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Jestes Szalona;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Skradłaś Wszystko;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Przez Twe Oczy Zielone;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
I tak kocham Cię (Extended);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Daj Mi Tę Noc;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Crazy is My Life (Remaster 2013);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bam Bam (feat. Ed Sheeran);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
La Cintura;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Cancion del Mariachi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
El Mismo Sol;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Shivers (Ofenbach Extended Remix);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
We Are Your Friends (Justice Vs Simian);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
Keine Party (...Was Fällt Euch Eigentlich Ein?...) (Radio Version);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Naach zom Daach;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Kölsche Jung;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Tschingderassabum;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
Et jitt kein Wood;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Zorba the Greek;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
Tanze Samba Mit Mir;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
Amore mio (Live);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Griechischer Wein;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Rut sin de Ruse (jojojojo);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
En unserem Veedel (Version 2003);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
You Never Can Tell;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Savage Love (Laxed - Siren Beat) CK Intro - Clean;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
OMG!;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Paper Planes;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0
Lose Yourself (Soundtrack Version 8 Miles);0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0
Ahnma;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Schwarz zu Blau;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Popstar (feat. Drake);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Up;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Let Me Out (feat. Mavis Staples & Pusha T);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
In My Feelings (Explicit);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Let Me Blow Ya Mind (Album Version);0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
Gold Digger (feat. Jamie Foxx) (Explicit);0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
In Da Club (Album Version (Explicit));0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
No Scrubs;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
In My Bed (So So Def Remix);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
My Lovin' (You're Never Gonna Get It);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Quit Playing Games (With My Heart);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Never Forget;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Iko Iko;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
The Shoop Shoop Song (It's in His Kiss);0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
Comin' Home Baby;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Hotline Bling;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
I Like It;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Glorious (feat. Skylar Grey);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Feel [Rumba 24 TPM];0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Valerie (Baby J remix w/o MCs);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Could You Be Loved;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Africa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
I Want It That Way;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0
Rather Be;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
Half-Saved (Radio Edit);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Who by Fire;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rehab (originally by Amy Winehouse);0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Pumped Up Kicks (Originally by Foster The People);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Maggie May;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lucky Man;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
I Know Why;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
What's Up? (Piano Version);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Nights In White Satin;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Wild Horses;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Morning Coffee;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
Follow the Sun;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
More Than A Feeling;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Follow You, Follow Me;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Can't Fight This Feeling;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
To Be With You (Album Version);0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
Drive;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
I Want To Know What Love Is;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Ganz und gar;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
(Everything I Do) I Do It for You [Rumba 44 TPM];0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
Back Chat;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Jolene (Todd Terje remix);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Everywhere (Psychemagik Remix);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Secret Sunday Lover (Greg Wilson Edit);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Starlight (Greg Wilson Edit);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Say Something (feat. Chris Stapleton);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Ocean;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Upside Down;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
All About U Baby (Instrumental);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
I'll Follow You (Nina & Andre Edit);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Sweet Lovin' (Extended Mix);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Book Of Love (feat. Polina) (Extended Mix);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Bad Habits;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Walk This Way (2012 Remaster);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
This Is Love (feat. Eva Simons) (Album Version);0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
On the Floor;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Colombia Tierra Querida [Barranquilla];0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Monsta;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Whoomp! There It Is (Album Version (Edited));0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Pony (Extended Mix);0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
Hey Brother;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
More Than You Know;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
What's Love Got To Do With It (2015 Remastered Version);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
La Isla Bonita;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Para No Verte Más;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Échame La Culpa (feat. Demi Lovato);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Mit Pfefferminz bin ich Dein Prinz;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Gimme Some Lovin';0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Born To Be Wild;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Sexy (live);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Smoke On The Water;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Pretty Fly (For a White Guy);0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
Killing In The Name (Remastered);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Gott Muss Ein Seemann Sein;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Mad Love (feat. Becky G);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Here Comes the Hotstepper;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Ovaload (feat. Sean Paul);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
I Don't Like It, I Love It;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Femme Like U (Radio Edit);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Move Ya Body (feat. Jabba) (Album Version);0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Girls Just Want To Have Fun;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Vivir Mi Vida;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Por un Beso de Tu Boca (Versión Vallenato);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Watermelon Sugar;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit];0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Keep Your Heart Right;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Funky Bahia;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
My World Is Empty Without Dub;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lover;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Try Again;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
And I Love Her;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Snowed Under;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
willow;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Forever Young;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Friends Will Be Friends;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Sunshine Reggae (12"" Version)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Private Dancer;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Roadtruckers;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
What a Wonderful World;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
With or Without You;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Eple;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
A Little While;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
All I Know;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
I See You (Fingerman's Disco Odyssey edit);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
International Emergency;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Come Come Cum;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Sir Duke (The Reflex Edit);0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
I'll Send You All My Love;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
Straight From The Heart (Joey Negro Straight To The Groove Mix);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Blue Angel;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Don't Turn It Off (Greg Wilson Version);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
